# Experiment File Name : card ARV7 _1 01.01.22.sds;;;;;;;;;
# Created By :giulia.salva@gmail.com;;;;;;;;;
# Last Modified Date : 2022-02-10 09:46:08 AM;;;;;;;;;
# Instrument Type : 7900HT Real-Time PCR System;;;;;;;;;
;;;;;;;;;
Experiment Name;Barcode;Well;Target Name;Sample Name;Rn;dRn;Omit;Cycle Number;Passive Ref
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.831;-0.082;false;26.0;3.015.133
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.827;-0.076;false;27.0;3.044.375
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.817;-0.077;false;28.0;3.074.562
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.791;-0.093;false;29.0;3.045.622
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.804;-0.07;false;30.0;3.116.858
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.792;-0.072;false;31.0;3.069.558
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.799;-0.055;false;32.0;3.074.305
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.806;-0.038;false;33.0;3.088.829
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.834;-0.001;false;34.0;3.056.291
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.885;0.06;false;35.0;3.082.145
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.889;0.074;false;36.0;3.108.639
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.94;0.135;false;37.0;3.076.494
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;2.994;0.198;false;38.0;3.088.826
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;3.057;0.271;false;39.0;3.161.974
card ARV7 _1 01.01.22.sds;;A7;-478606_mir;102;3.092;0.316;false;40.0;3.139.973
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.998;0.042;false;1.0;3035.56
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.989;0.034;false;2.0;3.062.791
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.98;0.025;false;3.0;3.041.364
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.972;0.019;false;4.0;3.046.266
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.974;0.021;false;5.0;2.984.662
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.964;0.013;false;6.0;3.004.812
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.96;0.009;false;7.0;3.091.681
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.954;0.004;false;8.0;2.992.431
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.951;0.003;false;9.0;3.040.962
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.947;-0.001;false;10.0;3.048.952
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.949;0.002;false;11.0;3.054.043
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.946;0.001;false;12.0;3.048.592
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.941;-0.004;false;13.0;3.199.573
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.938;-0.006;false;14.0;3.164.227
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.935;-0.008;false;15.0;3.169.304
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.934;-0.008;false;16.0;3.176.707
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.931;-0.01;false;17.0;3.194.709
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.927;-0.013;false;18.0;3.235.531
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.928;-0.012;false;19.0;3.231.677
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.927;-0.011;false;20.0;3.242.133
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.925;-0.012;false;21.0;3.252.452
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.921;-0.016;false;22.0;3.290.576
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.918;-0.018;false;23.0;3.279.397
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.918;-0.017;false;24.0;3.212.611
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.919;-0.015;false;25.0;3.283.843
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.915;-0.018;false;26.0;3.310.398
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.915;-0.016;false;27.0;3.295.247
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.916;-0.015;false;28.0;3.326.447
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.924;-0.006;false;29.0;3.256.841
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.926;-0.003;false;30.0;3.331.667
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.923;-0.005;false;31.0;3.296.634
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.928;0.001;false;32.0;3.252.055
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.932;0.006;false;33.0;3.305.684
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.93;0.005;false;34.0;3.373.171
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.94;0.015;false;35.0;3308.6
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.939;0.016;false;36.0;3.279.953
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.945;0.022;false;37.0;3.242.892
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.944;0.023;false;38.0;3.293.857
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.948;0.027;false;39.0;3.346.702
card ARV7 _1 01.01.22.sds;;A8;-478026_mir;102;0.952;0.032;false;40.0;3.342.896
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.018;0.016;false;1.0;3020.01
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.015;0.014;false;2.0;3.103.649
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.012;0.014;false;3.0;3.122.263
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.011;0.015;false;4.0;3.143.557
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.012;0.017;false;5.0;3.130.843
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.009;0.016;false;6.0;3.157.013
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.005;0.013;false;7.0;3.216.819
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;1.002;0.013;false;8.0;3.144.958
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.998;0.01;false;9.0;3.219.798
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.991;0.005;false;10.0;3190.36
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.991;0.006;false;11.0;3.226.107
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.985;0.002;false;12.0;3190.79
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.979;-0.002;false;13.0;3.280.228
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.976;-0.003;false;14.0;3.281.456
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.969;-0.008;false;15.0;3.293.023
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.97;-0.005;false;16.0;3.289.324
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.965;-0.009;false;17.0;3.289.532
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.957;-0.016;false;18.0;3.375.932
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.956;-0.015;false;19.0;3.309.601
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.955;-0.014;false;20.0;3.376.958
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.954;-0.013;false;21.0;3.375.296
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.949;-0.017;false;22.0;3.384.549
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.944;-0.02;false;23.0;3.428.868
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.943;-0.019;false;24.0;3.409.618
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.943;-0.018;false;25.0;3.397.233
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.942;-0.017;false;26.0;3.371.868
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.94;-0.017;false;27.0;3.416.779
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.943;-0.012;false;28.0;3.419.725
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.941;-0.013;false;29.0;3.401.452
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.937;-0.015;false;30.0;3.544.668
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.945;-0.005;false;31.0;3.460.955
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.943;-0.005;false;32.0;3.498.893
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.945;-0.001;false;33.0;3.474.518
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.952;0.007;false;34.0;3.517.786
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.954;0.011;false;35.0;3556.56
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.956;0.015;false;36.0;3.546.219
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.963;0.023;false;37.0;3.556.178
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.975;0.037;false;38.0;3.497.795
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.975;0.039;false;39.0;3.488.765
card ARV7 _1 01.01.22.sds;;A9;-478213_mir;102;0.983;0.048;false;40.0;3.512.682
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.028;-0.036;false;1.0;3.081.469
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.037;-0.027;false;2.0;3.112.521
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.043;-0.022;false;3.0;3.100.216
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.056;-0.008;false;4.0;3.120.395
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.065;0.001;false;5.0;3.124.231
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.072;0.007;false;6.0;3.118.966
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.07;0.006;false;7.0;3156.12
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.075;0.011;false;8.0;3.150.101
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.073;0.009;false;9.0;3.151.923
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.068;0.004;false;10.0;3.180.198
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.067;0.003;false;11.0;3.184.686
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.066;0.002;false;12.0;3.203.984
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.067;0.003;false;13.0;3.306.353
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.067;0.003;false;14.0;3.247.877
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.065;0.002;false;15.0;3290.31
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.064;0.0;false;16.0;3.349.544
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.057;-0.007;false;17.0;3.345.397
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.062;-0.002;false;18.0;3.400.148
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.062;-0.002;false;19.0;3.308.457
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.064;0.0;false;20.0;3.430.276
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.057;-0.006;false;21.0;3431.34
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.062;-0.001;false;22.0;3.391.128
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.058;-0.005;false;23.0;3.467.487
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.058;-0.005;false;24.0;3.432.048
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.06;-0.003;false;25.0;3.476.014
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.059;-0.004;false;26.0;3.494.581
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.062;-0.001;false;27.0;3.426.928
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.065;0.003;false;28.0;3.459.215
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.065;0.003;false;29.0;3.513.518
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.07;0.008;false;30.0;3.538.946
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.073;0.01;false;31.0;3.494.993
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.085;0.022;false;32.0;3.426.352
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.096;0.034;false;33.0;3.505.537
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.109;0.047;false;34.0;3530.2
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.134;0.072;false;35.0;3.513.066
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.156;0.094;false;36.0;3.526.313
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.178;0.117;false;37.0;3.480.154
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.204;0.142;false;38.0;3.482.563
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.225;0.163;false;39.0;3.591.564
card ARV7 _1 01.01.22.sds;;A10;-478343_mir;102;1.245;0.184;false;40.0;3.584.834
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.822;0.003;false;1.0;2.625.014
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.814;-0.005;false;2.0;2749.57
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.812;-0.007;false;3.0;2.737.621
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.816;-0.003;false;4.0;2.812.434
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.818;-0.001;false;5.0;2.854.614
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.819;0.0;false;6.0;2.853.007
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.824;0.006;false;7.0;2.833.497
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.826;0.007;false;8.0;2.801.872
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.822;0.003;false;9.0;2.909.081
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.826;0.007;false;10.0;2.834.159
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.818;-0.001;false;11.0;2.839.945
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.816;-0.003;false;12.0;2767.01
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.822;0.003;false;13.0;2859.15
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.813;-0.005;false;14.0;2.798.148
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.816;-0.003;false;15.0;2.794.334
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.817;-0.001;false;16.0;2.802.039
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.814;-0.004;false;17.0;2.740.916
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.815;-0.003;false;18.0;2730.58
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.815;-0.004;false;19.0;2.785.247
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.818;0.0;false;20.0;2.837.769
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.82;0.002;false;21.0;2.699.284
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.824;0.006;false;22.0;2.766.051
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.832;0.014;false;23.0;2.734.205
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.844;0.025;false;24.0;2.743.453
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.866;0.048;false;25.0;2.668.633
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.898;0.08;false;26.0;2695.11
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;0.952;0.134;false;27.0;2.733.217
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;1.036;0.218;false;28.0;2654.76
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;1.161;0.343;false;29.0;2.604.878
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;1.327;0.509;false;30.0;2.847.321
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;1.55;0.732;false;31.0;2.769.495
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;1.83;1.012;false;32.0;2.819.746
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;2.137;1.319;false;33.0;2.729.828
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;2.44;1.622;false;34.0;2.727.449
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;2.751;1.933;false;35.0;2.713.951
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;3.036;2.218;false;36.0;2.762.406
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;3.315;2.498;false;37.0;2.780.471
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;3.551;2.734;false;38.0;2.758.349
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;3.723;2.905;false;39.0;2.574.864
card ARV7 _1 01.01.22.sds;;A11;-477860_mir;102;3.856;3.038;false;40.0;2.631.275
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.237;-0.002;false;1.0;3.016.095
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.245;0.006;false;2.0;3.035.047
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.254;0.013;false;3.0;3.032.337
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.249;0.007;false;4.0;3.094.639
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.253;0.01;false;5.0;3.099.466
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.259;0.016;false;6.0;3.038.053
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.262;0.017;false;7.0;3.140.101
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.263;0.018;false;8.0;3.136.203
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.258;0.012;false;9.0;3.148.536
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.256;0.009;false;10.0;3.127.585
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.255;0.007;false;11.0;3.130.414
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.255;0.006;false;12.0;3163.97
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.25;0.0;false;13.0;3.204.265
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.247;-0.004;false;14.0;3.187.146
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.249;-0.003;false;15.0;3.236.689
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.245;-0.008;false;16.0;3.257.391
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.248;-0.006;false;17.0;3.231.344
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.24;-0.014;false;18.0;3.296.209
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.243;-0.013;false;19.0;3.334.986
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.242;-0.014;false;20.0;3.325.233
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.243;-0.014;false;21.0;3.326.896
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.237;-0.021;false;22.0;3.381.339
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.234;-0.025;false;23.0;3.388.205
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.235;-0.026;false;24.0;3.342.867
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.24;-0.021;false;25.0;3.356.455
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.246;-0.016;false;26.0;3.359.844
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.245;-0.019;false;27.0;3.396.106
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.245;-0.019;false;28.0;3.382.757
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.243;-0.022;false;29.0;3.434.854
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.256;-0.01;false;30.0;3.438.299
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.264;-0.003;false;31.0;3.442.522
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.27;0.003;false;32.0;3.392.939
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.275;0.007;false;33.0;3.432.174
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.278;0.009;false;34.0;3.472.365
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.289;0.018;false;35.0;3.477.929
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.295;0.023;false;36.0;3.481.409
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.295;0.022;false;37.0;3.474.366
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.299;0.026;false;38.0;3.468.741
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.309;0.035;false;39.0;3.470.942
card ARV7 _1 01.01.22.sds;;A12;-478225_mir;102;1.314;0.039;false;40.0;3.541.647
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.185;-0.011;false;1.0;3.040.191
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.202;0.003;false;2.0;3.054.524
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.213;0.013;false;3.0;3.054.049
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.21;0.008;false;4.0;3.106.496
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.219;0.015;false;5.0;3.098.173
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.233;0.027;false;6.0;3.122.655
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.229;0.021;false;7.0;3.125.631
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.23;0.02;false;8.0;3.205.423
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.23;0.018;false;9.0;3.175.336
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.223;0.009;false;10.0;3.179.395
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.219;0.003;false;11.0;3.198.697
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.223;0.005;false;12.0;3.186.047
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.216;-0.004;false;13.0;3.197.893
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.215;-0.007;false;14.0;3194.01
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.21;-0.014;false;15.0;3.220.399
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.211;-0.015;false;16.0;3.250.428
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.209;-0.018;false;17.0;3.283.316
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.205;-0.024;false;18.0;3.307.423
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.206;-0.025;false;19.0;3.299.151
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.209;-0.024;false;20.0;3.333.156
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.209;-0.026;false;21.0;3.313.702
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.22;-0.017;false;22.0;3.378.683
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.221;-0.018;false;23.0;3.360.509
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.222;-0.019;false;24.0;3.338.312
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.224;-0.019;false;25.0;3.340.833
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.234;-0.011;false;26.0;3.378.789
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.236;-0.01;false;27.0;3.353.363
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.243;-0.005;false;28.0;3.338.964
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.243;-0.007;false;29.0;3.369.424
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.25;-0.003;false;30.0;3.404.351
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.255;0.001;false;31.0;3.374.987
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.267;0.011;false;32.0;3.416.722
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.272;0.013;false;33.0;3369.87
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.275;0.015;false;34.0;3.446.447
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.274;0.012;false;35.0;3.403.855
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.278;0.014;false;36.0;3.460.224
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.284;0.018;false;37.0;3.458.604
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.29;0.022;false;38.0;3.464.733
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.291;0.021;false;39.0;3.395.709
card ARV7 _1 01.01.22.sds;;A13;-478412_mir;102;1.301;0.029;false;40.0;3427.47
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.912;-0.006;false;1.0;3.135.618
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.904;-0.012;false;2.0;3.191.287
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.904;-0.01;false;3.0;3.178.982
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.908;-0.004;false;4.0;3.199.791
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.917;0.006;false;5.0;3.207.234
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.91;0.001;false;6.0;3.244.603
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.914;0.006;false;7.0;3.285.741
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.909;0.003;false;8.0;3.264.822
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.91;0.006;false;9.0;3.252.309
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.904;0.002;false;10.0;3.293.134
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.901;0.001;false;11.0;3295.54
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.9;0.001;false;12.0;3.304.936
card ARV7 _1 01.01.22.sds;;A14;-477885_mir;102;0.897;0.0;false;13.0;3.361.909
